,open,close,high,low,volume,predict
886,3919.2,3916.49608731,3919.2,3912.66923165,2965.02822004,3922.05093
887,3913.93534,3922.05093,3922.05093,3910.9294200000004,37684.73414928,3928.19996703
888,3917.42924,3928.19996703,3930.0,3917.42924,5412.16182143,3930.50000015
889,3928.19996999,3930.50000015,3930.50000015,3928.14961954,2860.98212697,3940.29437935
890,3930.7,3940.29437935,3940.34169997,3927.87975455,18078.9269751,3929.05405224
891,3940.29437935,3929.05405224,3940.29437935,3923.81127738,12501.68272607,3926.54953535
892,3931.25176999,3926.54953535,3931.25176999,3924.14420863,3220.5849538,3927.56000001
893,3926.54953535,3927.56000001,3932.43118996,3925.00000002,6115.68243704,3934.86574108
894,3930.07998894,3934.86574108,3936.614724,3927.61000013,2745.21024909,3930.00000001
895,3936.09923026,3930.00000001,3936.09923026,3930.00000001,1853.43325893,3929.99999999
896,3930.0,3929.99999999,3930.0388399999997,3923.57697673,8818.87323435,3924.53717999
897,3925.03577568,3924.53717999,3928.99996999,3916.23127,17163.52502963,3921.62861062
898,3922.05315528,3921.62861062,3923.5868600000003,3921.04114359,6296.78939808,3917.66584063
899,3924.1439821000004,3917.66584063,3924.37580999,3914.39163706,4331.13320601,3924.17264475
900,3917.66584063,3924.17264475,3924.17264524,3916.09171364,19479.70615741,3916.70000004
901,3924.143982,3916.70000004,3924.143982,3916.10000002,6426.27195611,3919.51862727
902,3916.21484268,3919.51862727,3919.51862727,3911.87450866,7937.79372317,3899.80000001
903,3916.94432001,3899.80000001,3918.08868979,3888.1,56713.43977337,3903.84119616
904,3898.64704328,3903.84119616,3911.16015112,3898.26177767,54551.16638271,3898.85581633
